Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Profit Margin,Order Month,Order Year
ORD-10335,23-12-2023,25-12-2023,Standard,CUST-1515,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Chairs,Bookshelf,3,0.15,1214.02,39.89,0.032857778,2023-12,2023
ORD-11440,15-09-2023,16-09-2023,Standard,CUST-1576,Corporate,India,Jaipur,Rajasthan,North,Furniture,Storage,Bookshelf,3,0.3,2280.4,-304.03,-0.133323101,2023-09,2023
ORD-10114,02-12-2025,04-12-2025,Standard,CUST-1417,Consumer,India,Kolkata,West Bengal,East,Technology,Accessories,Monitor,3,0.2,681.31,35.94,0.052751317,2025-12,2025
ORD-11122,08-09-2024,10-09-2024,Standard,CUST-1191,Home Office,India,Bengaluru,Karnataka,South,Furniture,Tables,Filing Cabinet,2,0.1,392.74,32.33,0.082319092,2024-09,2024
ORD-10595,04-09-2025,06-09-2025,Standard,CUST-1061,Corporate,India,Ahmedabad,Gujarat,West,Furniture,Storage,Standing Desk,3,0.05,325.36,40.73,0.125184411,2025-09,2025
ORD-11390,29-12-2024,31-12-2024,Same Day,CUST-1505,Consumer,India,Lucknow,Uttar Pradesh,North,Office Supplies,Paper,File Binder,1,0.3,92.59,-2.74,-0.029592829,2024-12,2024
ORD-11238,24-05-2023,26-05-2023,First Class,CUST-1132,Corporate,India,Hyderabad,Telangana,South,Technology,Phones,Laser Printer,4,0.1,660.19,88.92,0.134688499,2023-05,2023
ORD-11540,02-01-2025,04-01-2025,Second Class,CUST-1193,Corporate,India,Mumbai,Maharashtra,West,Technology,Printers,Business Laptop,1,0,304.88,55.57,0.182268433,2025-01,2025
ORD-12214,29-01-2023,30-01-2023,First Class,CUST-1181,Consumer,India,Delhi,Delhi,North,Office Supplies,Stationery,Sticky Notes,5,0.15,235.08,15.29,0.065041688,2023-01,2023
ORD-12434,01-04-2023,03-04-2023,Standard,CUST-1000,Consumer,India,Nagpur,Maharashtra,Central,Technology,Computers,Wireless Headset,3,0.2,1357.04,131.49,0.096894712,2023-04,2023
ORD-11682,14-12-2023,19-12-2023,Standard,CUST-1226,Home Office,India,Kolkata,West Bengal,East,Technology,Phones,Business Laptop,5,0,1503.84,301.43,0.200440206,2023-12,2023
ORD-10089,16-02-2023,19-02-2023,Second Class,CUST-1347,Corporate,India,Chennai,Tamil Nadu,South,Furniture,Storage,Office Chair,5,0.05,3943.54,272.93,0.069209391,2023-02,2023
ORD-10389,28-11-2024,30-11-2024,Standard,CUST-1557,Consumer,India,Hyderabad,Telangana,South,Technology,Phones,Business Laptop,1,0.15,170.92,7.94,0.046454482,2024-11,2024
ORD-11262,01-06-2025,04-06-2025,First Class,CUST-1223,Home Office,India,Delhi,Delhi,North,Furniture,Tables,Executive Chair,1,0.2,181.12,-1.79,-0.009882951,2025-06,2025
ORD-10713,26-06-2023,28-06-2023,Second Class,CUST-1436,Corporate,India,Bengaluru,Karnataka,South,Office Supplies,Paper,Desk Organizer,1,0.15,93.7,13.06,0.139381003,2023-06,2023
ORD-11574,24-03-2023,26-03-2023,Second Class,CUST-1071,Home Office,India,Chennai,Tamil Nadu,South,Furniture,Tables,Office Chair,2,0.05,757.07,114.66,0.15145231,2023-03,2023
ORD-10577,03-06-2023,05-06-2023,First Class,CUST-1228,Consumer,India,Pune,Maharashtra,West,Furniture,Storage,Conference Table,5,0.1,658.75,101.36,0.153867173,2023-06,2023
ORD-11358,16-03-2023,18-03-2023,Second Class,CUST-1165,Consumer,India,Pune,Maharashtra,West,Technology,Printers,Smartphone,2,0.05,924.98,150.5,0.162706221,2023-03,2023
ORD-10042,16-10-2025,18-10-2025,Standard,CUST-1125,Corporate,India,Kolkata,West Bengal,East,Furniture,Chairs,Filing Cabinet,4,0.05,825.96,66.62,0.080657659,2025-10,2025
ORD-10671,21-04-2023,22-04-2023,Second Class,CUST-1092,Consumer,India,Pune,Maharashtra,West,Technology,Accessories,Wireless Headset,1,0.1,422.62,52.75,0.12481662,2023-04,2023
ORD-11968,02-03-2023,04-03-2023,Standard,CUST-1545,Consumer,India,Chennai,Tamil Nadu,South,Technology,Phones,Smartphone,1,0,242.53,39.72,0.163773554,2023-03,2023
ORD-10725,04-03-2025,07-03-2025,Standard,CUST-1055,Consumer,India,Chennai,Tamil Nadu,South,Furniture,Storage,Standing Desk,1,0.1,213.32,14.13,0.066238515,2025-03,2025
ORD-11906,09-06-2024,12-06-2024,Standard,CUST-1507,Corporate,India,Lucknow,Uttar Pradesh,North,Technology,Printers,Smartphone,2,0.1,756.42,110.36,0.145897782,2024-06,2024
ORD-11603,04-11-2025,05-11-2025,First Class,CUST-1024,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Stationery,Notebook,1,0.05,27.2,3.94,0.144852941,2025-11,2025
ORD-11761,08-03-2023,11-03-2023,Second Class,CUST-1281,Corporate,India,Mumbai,Maharashtra,West,Furniture,Office Furniture,Reception Desk,3,0.05,154.58,20.85,0.134881615,2023-03,2023
ORD-10758,11-11-2023,16-11-2023,Standard,CUST-1136,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Chairs,Filing Cabinet,2,0.05,296.47,24.62,0.083043816,2023-11,2023
ORD-12021,17-06-2025,20-06-2025,Standard,CUST-1503,Consumer,India,Ahmedabad,Gujarat,West,Technology,Printers,USB-C Hub,5,0.05,1516.83,268.59,0.177073238,2025-06,2025
ORD-12187,04-08-2025,08-08-2025,First Class,CUST-1112,Consumer,India,Jaipur,Rajasthan,North,Furniture,Storage,Executive Chair,1,0.1,115.69,0.21,0.001815196,2025-08,2025
ORD-11942,12-07-2024,15-07-2024,Same Day,CUST-1260,Consumer,India,Pune,Maharashtra,West,Office Supplies,Writing,Sticky Notes,2,0.1,48.74,7.24,0.148543291,2024-07,2024
ORD-11604,21-06-2023,23-06-2023,Standard,CUST-1094,Consumer,India,Kolkata,West Bengal,East,Furniture,Office Furniture,Office Chair,1,0.2,898.25,-19,-0.02115224,2023-06,2023
ORD-10872,14-11-2023,17-11-2023,Standard,CUST-1348,Home Office,India,Pune,Maharashtra,West,Technology,Phones,USB-C Hub,2,0,585.88,124.42,0.212364307,2023-11,2023
ORD-10615,27-09-2023,30-09-2023,Second Class,CUST-1294,Consumer,India,Jaipur,Rajasthan,North,Office Supplies,Paper,Sticky Notes,5,0.15,639.12,8.15,0.012751909,2023-09,2023
ORD-11970,10-03-2025,12-03-2025,Standard,CUST-1038,Consumer,India,Hyderabad,Telangana,South,Technology,Accessories,Tablet,4,0.3,1783.07,-129.08,-0.072391998,2025-03,2025
ORD-11120,17-07-2023,21-07-2023,First Class,CUST-1549,Consumer,India,Bhopal,Madhya Pradesh,Central,Furniture,Office Furniture,Executive Chair,3,0.2,1067.94,3.07,0.002874693,2023-07,2023
ORD-11900,17-10-2025,19-10-2025,First Class,CUST-1227,Corporate,India,Lucknow,Uttar Pradesh,North,Office Supplies,Writing,File Binder,4,0,588.86,89.59,0.152141426,2025-10,2025
ORD-12116,04-08-2023,07-08-2023,Standard,CUST-1282,Consumer,India,Chennai,Tamil Nadu,South,Furniture,Office Furniture,Filing Cabinet,4,0.1,773.59,46.63,0.060277408,2023-08,2023
ORD-10355,11-01-2023,16-01-2023,Standard,CUST-1459,Consumer,India,Lucknow,Uttar Pradesh,North,Technology,Computers,USB-C Hub,3,0.15,654.95,57.05,0.087105886,2023-01,2023
ORD-11792,04-10-2025,07-10-2025,Second Class,CUST-1406,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Stationery,Envelope Pack,3,0.3,633.76,-27.18,-0.042886897,2025-10,2025
ORD-10201,24-03-2025,26-03-2025,Standard,CUST-1308,Corporate,India,Nagpur,Maharashtra,Central,Technology,Printers,Monitor,2,0.05,737.58,88.47,0.119946311,2025-03,2025
ORD-11205,09-11-2023,10-11-2023,Same Day,CUST-1178,Consumer,India,Pune,Maharashtra,West,Technology,Accessories,Laser Printer,2,0.1,1187.27,126.27,0.106353231,2023-11,2023
ORD-10688,25-10-2024,28-10-2024,First Class,CUST-1083,Consumer,India,Mumbai,Maharashtra,West,Technology,Phones,USB-C Hub,2,0.1,335.87,37.64,0.112067169,2024-10,2024
ORD-12332,28-05-2023,30-05-2023,Second Class,CUST-1031,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,USB-C Hub,1,0.2,156.34,14.63,0.093578099,2023-05,2023
ORD-10054,04-03-2024,06-03-2024,Second Class,CUST-1263,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Binders,Notebook,3,0.1,82.98,16.83,0.202819957,2024-03,2024
ORD-11790,10-03-2025,12-03-2025,Same Day,CUST-1442,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Writing,File Binder,4,0.1,253.88,35.76,0.140853947,2025-03,2025
ORD-10451,24-11-2023,25-11-2023,Standard,CUST-1490,Corporate,India,Pune,Maharashtra,West,Office Supplies,Binders,Ball Pen Set,1,0.2,127.29,0.9,0.007070469,2023-11,2023
ORD-10745,14-06-2023,15-06-2023,Second Class,CUST-1522,Consumer,India,Bengaluru,Karnataka,South,Technology,Accessories,USB-C Hub,3,0.15,966.81,128.54,0.1329527,2023-06,2023
ORD-11303,19-10-2025,21-10-2025,Standard,CUST-1363,Corporate,India,Pune,Maharashtra,West,Furniture,Office Furniture,Bookshelf,3,0.3,182.34,-15.33,-0.084073708,2025-10,2025
ORD-11781,15-08-2024,19-08-2024,Standard,CUST-1358,Corporate,India,Kolkata,West Bengal,East,Furniture,Tables,Reception Desk,1,0.15,232.08,-6.35,-0.027361255,2024-08,2024
ORD-11700,08-05-2024,13-05-2024,Standard,CUST-1016,Consumer,India,Hyderabad,Telangana,South,Furniture,Chairs,Executive Chair,5,0.05,1078.97,68.25,0.063254771,2024-05,2024
ORD-11708,24-09-2025,28-09-2025,Same Day,CUST-1454,Consumer,India,Ahmedabad,Gujarat,West,Technology,Computers,Monitor,4,0.15,2981.92,469.55,0.15746566,2025-09,2025
ORD-12058,10-07-2025,12-07-2025,Second Class,CUST-1295,Consumer,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Writing,Notebook,1,0.05,29.52,4.66,0.157859079,2025-07,2025
ORD-11762,06-11-2024,09-11-2024,Second Class,CUST-1147,Consumer,India,Chennai,Tamil Nadu,South,Technology,Accessories,Monitor,5,0,744.11,167.06,0.224509817,2024-11,2024
ORD-11062,15-08-2025,20-08-2025,Standard,CUST-1024,Consumer,India,Delhi,Delhi,North,Technology,Phones,Smartphone,2,0.1,1524.72,168.25,0.110348129,2025-08,2025
ORD-11341,11-05-2023,12-05-2023,Standard,CUST-1011,Consumer,India,Chennai,Tamil Nadu,South,Technology,Accessories,Monitor,2,0.1,800.52,136.37,0.170351771,2023-05,2023
ORD-11561,04-08-2023,07-08-2023,Second Class,CUST-1488,Corporate,India,Chennai,Tamil Nadu,South,Furniture,Chairs,Reception Desk,5,0.15,1130.08,65.78,0.058208268,2023-08,2023
ORD-10826,16-02-2023,17-02-2023,Standard,CUST-1497,Corporate,India,Bengaluru,Karnataka,South,Furniture,Chairs,Reception Desk,2,0,479.41,52.47,0.109447029,2023-02,2023
ORD-10130,27-12-2024,30-12-2024,Standard,CUST-1097,Consumer,India,Bhopal,Madhya Pradesh,Central,Office Supplies,Stationery,Envelope Pack,3,0.1,98.29,15.18,0.15444094,2024-12,2024
ORD-11449,15-03-2025,18-03-2025,First Class,CUST-1492,Corporate,India,Hyderabad,Telangana,South,Furniture,Storage,Bookshelf,3,0.1,1268.06,119.53,0.094262101,2025-03,2025
ORD-10265,12-06-2025,14-06-2025,Standard,CUST-1376,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Tables,Standing Desk,2,0.05,2056.33,153.68,0.074735086,2025-06,2025
ORD-10704,14-07-2025,16-07-2025,Standard,CUST-1431,Consumer,India,Bhopal,Madhya Pradesh,Central,Furniture,Chairs,Office Chair,2,0,197.59,18.42,0.093223341,2025-07,2025
ORD-11085,06-08-2025,11-08-2025,Standard,CUST-1010,Corporate,India,Bhopal,Madhya Pradesh,Central,Furniture,Chairs,Office Chair,5,0.3,1801.31,-130.58,-0.072491687,2025-08,2025
ORD-11796,14-08-2023,16-08-2023,Standard,CUST-1516,Corporate,India,Pune,Maharashtra,West,Office Supplies,Binders,File Binder,4,0.3,228.94,-6.56,-0.028653796,2023-08,2023
ORD-10780,23-02-2023,28-02-2023,Standard,CUST-1159,Home Office,India,Lucknow,Uttar Pradesh,North,Office Supplies,Binders,File Binder,2,0,251.63,52.01,0.206692366,2023-02,2023
ORD-10983,11-06-2025,14-06-2025,First Class,CUST-1225,Consumer,India,Bhopal,Madhya Pradesh,Central,Furniture,Tables,Filing Cabinet,2,0.1,541.01,55.68,0.102918615,2025-06,2025
ORD-11889,01-09-2025,02-09-2025,Same Day,CUST-1039,Consumer,India,Delhi,Delhi,North,Furniture,Office Furniture,Executive Chair,1,0.1,342.71,22.71,0.066265939,2025-09,2025
ORD-11716,09-02-2023,12-02-2023,Second Class,CUST-1344,Corporate,India,Jaipur,Rajasthan,North,Technology,Computers,USB-C Hub,4,0.2,1353.74,128.64,0.095025633,2023-02,2023
ORD-12129,22-12-2023,25-12-2023,First Class,CUST-1550,Home Office,India,Nagpur,Maharashtra,Central,Office Supplies,Binders,Sticky Notes,1,0.05,67.28,9.6,0.142687277,2023-12,2023
ORD-12412,22-12-2023,25-12-2023,Standard,CUST-1447,Consumer,India,Bengaluru,Karnataka,South,Office Supplies,Stationery,Envelope Pack,2,0.05,78.76,11.26,0.142965973,2023-12,2023
ORD-11265,05-11-2024,06-11-2024,First Class,CUST-1483,Consumer,India,Delhi,Delhi,North,Technology,Accessories,Smartphone,2,0.2,746.95,33.88,0.045357788,2024-11,2024
ORD-11030,31-12-2024,02-01-2025,Standard,CUST-1380,Consumer,India,Ahmedabad,Gujarat,West,Office Supplies,Paper,Notebook,1,0.15,51.23,7.14,0.139371462,2024-12,2024
ORD-11098,29-01-2023,30-01-2023,Second Class,CUST-1156,Corporate,India,Kolkata,West Bengal,East,Technology,Accessories,USB-C Hub,2,0,202.88,24.96,0.123028391,2023-01,2023
ORD-11980,02-06-2025,06-06-2025,First Class,CUST-1526,Consumer,India,Hyderabad,Telangana,South,Office Supplies,Stationery,Desk Organizer,5,0.05,112.9,13.28,0.117626218,2025-06,2025
ORD-12035,05-10-2025,08-10-2025,Same Day,CUST-1561,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Accessories,Laser Printer,1,0.15,324.88,38.49,0.118474514,2025-10,2025
ORD-11875,18-07-2023,21-07-2023,Second Class,CUST-1235,Home Office,India,Nagpur,Maharashtra,Central,Technology,Phones,USB-C Hub,4,0,532.19,105.51,0.198256262,2023-07,2023
ORD-12013,04-06-2024,06-06-2024,Standard,CUST-1273,Corporate,India,Jaipur,Rajasthan,North,Furniture,Storage,Standing Desk,4,0,568.67,36.32,0.063868324,2024-06,2024
ORD-11695,04-12-2023,06-12-2023,First Class,CUST-1400,Corporate,India,Bengaluru,Karnataka,South,Furniture,Office Furniture,Conference Table,4,0,748.15,82.31,0.110018045,2023-12,2023
ORD-12163,14-08-2024,16-08-2024,Same Day,CUST-1588,Corporate,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Smartphone,1,0,505.59,102.74,0.203208133,2024-08,2024
ORD-12270,06-07-2025,08-07-2025,First Class,CUST-1008,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Writing,Desk Organizer,1,0,94.28,16.47,0.174692406,2025-07,2025
ORD-10808,06-07-2024,09-07-2024,Standard,CUST-1514,Corporate,India,Mumbai,Maharashtra,West,Office Supplies,Writing,File Binder,4,0.1,706.33,79.05,0.111916526,2024-07,2024
ORD-10694,23-05-2025,25-05-2025,Standard,CUST-1308,Corporate,India,Bengaluru,Karnataka,South,Office Supplies,Stationery,Envelope Pack,3,0.15,178.82,0.28,0.00156582,2025-05,2025
ORD-11982,15-10-2023,17-10-2023,Same Day,CUST-1092,Consumer,India,Mumbai,Maharashtra,West,Furniture,Tables,Conference Table,5,0.15,456.4,23.85,0.052256792,2023-10,2023
ORD-11712,19-12-2023,23-12-2023,First Class,CUST-1561,Consumer,India,Chennai,Tamil Nadu,South,Technology,Phones,Tablet,3,0.1,1376.44,222.82,0.161881375,2023-12,2023
ORD-10636,04-08-2025,07-08-2025,First Class,CUST-1245,Consumer,India,Kolkata,West Bengal,East,Furniture,Chairs,Executive Chair,5,0.1,328.67,14.77,0.044938692,2025-08,2025
ORD-11525,13-06-2024,16-06-2024,Same Day,CUST-1317,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Binders,Notebook,1,0.1,92.57,8.78,0.094847143,2024-06,2024
ORD-12334,16-01-2024,18-01-2024,Standard,CUST-1300,Corporate,India,Pune,Maharashtra,West,Furniture,Chairs,Bookshelf,2,0.15,163.8,11.98,0.073137973,2024-01,2024
ORD-12003,30-10-2025,31-10-2025,First Class,CUST-1575,Consumer,India,Bengaluru,Karnataka,South,Technology,Computers,Mechanical Keyboard,2,0.15,792.85,42.64,0.053780665,2025-10,2025
ORD-11316,17-11-2024,20-11-2024,First Class,CUST-1510,Consumer,India,Lucknow,Uttar Pradesh,North,Furniture,Chairs,Bookshelf,3,0.3,407.46,-25.85,-0.06344181,2024-11,2024
ORD-11239,09-11-2025,10-11-2025,Standard,CUST-1241,Consumer,India,Nagpur,Maharashtra,Central,Furniture,Storage,Standing Desk,1,0.05,579.56,72.16,0.124508248,2025-11,2025
ORD-11359,06-05-2023,11-05-2023,Standard,CUST-1307,Consumer,India,Chennai,Tamil Nadu,South,Furniture,Chairs,Reception Desk,2,0,215.71,31.09,0.144128691,2023-05,2023
ORD-10302,15-01-2025,18-01-2025,Standard,CUST-1537,Corporate,India,Bengaluru,Karnataka,South,Technology,Phones,Business Laptop,2,0,486.38,96.82,0.199062461,2025-01,2025
ORD-11009,13-01-2025,16-01-2025,Second Class,CUST-1219,Home Office,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Monitor,5,0.1,1806.2,306.44,0.16966006,2025-01,2025
ORD-11667,04-12-2024,05-12-2024,First Class,CUST-1493,Home Office,India,Ahmedabad,Gujarat,West,Office Supplies,Paper,Printer Paper,3,0.1,324.72,38.14,0.117455038,2024-12,2024
ORD-10710,19-01-2023,23-01-2023,First Class,CUST-1075,Consumer,India,Kolkata,West Bengal,East,Office Supplies,Paper,Envelope Pack,1,0.05,67.02,9.25,0.138018502,2023-01,2023
ORD-12132,23-05-2023,26-05-2023,Standard,CUST-1002,Consumer,India,Bhopal,Madhya Pradesh,Central,Technology,Phones,Business Laptop,2,0.15,580.64,45.29,0.078000138,2023-05,2023
ORD-11349,24-11-2023,27-11-2023,Standard,CUST-1342,Consumer,India,Ahmedabad,Gujarat,West,Furniture,Chairs,Filing Cabinet,2,0.15,738.66,87.08,0.117889151,2023-11,2023
ORD-10788,12-05-2024,15-05-2024,First Class,CUST-1323,Consumer,India,Delhi,Delhi,North,Furniture,Chairs,Reception Desk,1,0.05,206.66,22.9,0.110810026,2024-05,2024
ORD-11681,21-05-2023,23-05-2023,Standard,CUST-1419,Consumer,India,Hyderabad,Telangana,South,Technology,Phones,Laser Printer,2,0.05,584.5,126.38,0.216218991,2023-05,2023
ORD-12345,02-01-2023,04-01-2023,Second Class,CUST-1444,Consumer,India,Delhi,Delhi,North,Technology,Phones,Monitor,1,0,863.5,179.42,0.207782281,2023-01,2023
ORD-10520,09-08-2025,14-08-2025,Standard,CUST-1219,Corporate,India,Bengaluru,Karnataka,South,Furniture,Storage,Standing Desk,3,0.2,617.16,11.74,0.01902262,2025-08,2025
ORD-10145,10-01-2023,12-01-2023,Second Class,CUST-1166,Corporate,India,Nagpur,Maharashtra,Central,Technology,Computers,USB-C Hub,2,0.2,1042.35,39.66,0.03804864,2023-01,2023
ORD-10987,03-07-2025,06-07-2025,Second Class,CUST-1418,Consumer,India,Jaipur,Rajasthan,North,Furniture,Tables,Filing Cabinet,4,0,673.77,84.53,0.125458242,2025-07,2025
ORD-10998,11-10-2024,13-10-2024,Standard,CUST-1458,Consumer,India,Jaipur,Rajasthan,North,Furniture,Chairs,Standing Desk,3,0.1,381.48,50.12,0.131383034,2024-10,2024
ORD-11914,30-11-2024,04-12-2024,First Class,CUST-1352,Home Office,India,Hyderabad,Telangana,South,Furniture,Tables,Executive Chair,2,0.1,792.45,99.1,0.125055209,2024-11,2024
ORD-10057,29-12-2025,31-12-2025,First Class,CUST-1380,Consumer,India,Nagpur,Maharashtra,Central,Technology,Phones,Laser Printer,2,0.15,1016.4,108.04,0.106296734,2025-12,2025
ORD-12334,08-12-2023,11-12-2023,Second Class,CUST-1476,Corporate,India,Lucknow,Uttar Pradesh,North,Office Supplies,Writing,Desk Organizer,2,0.3,159.7,-7.8,-0.048841578,2023-12,2023
ORD-10347,13-10-2025,15-10-2025,Standard,CUST-1278,Corporate,India,Kolkata,West Bengal,East,Technology,Computers,Business Laptop,2,0.05,513.28,92.87,0.180934383,2025-10,2025
ORD-11523,18-09-2024,20-09-2024,Second Class,CUST-1459,Consumer,India,Lucknow,Uttar Pradesh,North,Office Supplies,Stationery,File Binder,1,0.2,127.25,2.03,0.015952849,2024-09,2024
ORD-11689,07-01-2025,08-01-2025,Standard,CUST-1406,Consumer,India,Kolkata,West Bengal,East,Technology,Accessories,Smartphone,2,0.2,540.69,7.36,0.013612236,2025-01,2025
ORD-11693,07-11-2023,09-11-2023,Standard,CUST-1157,Corporate,India,Chennai,Tamil Nadu,South,Office Supplies,Binders,Desk Organizer,3,0.15,400.33,-3.12,-0.00779357,2023-11,2023
ORD-11312,14-05-2023,15-05-2023,Standard,CUST-1252,Consumer,India,Bengaluru,Karnataka,South,Technology,Computers,Business Laptop,1,0.1,413.09,57.51,0.139219056,2023-05,2023
ORD-11603,13-06-2023,16-06-2023,Standard,CUST-1536,Corporate,India,Delhi,Delhi,North,Technology,Printers,Monitor,5,0,1811.3,425.52,0.234925192,2023-06,2023
